Date,Number of Articles,SectionName
2021-05-10,1,World news
2021-05-11,1,Business
2021-05-11,1,Football
2021-05-11,1,US news
2021-05-11,1,World news
2021-05-12,1,Music
2021-05-12,2,World news
2021-05-13,1,Sport
2021-05-13,1,Television & radio
2021-05-14,1,Australia news
2021-05-14,3,Sport
2021-05-14,1,Television & radio
2021-05-14,1,World news
2021-05-15,1,Fashion
2021-05-15,1,World news
2021-05-16,1,Business
2021-05-16,1,Society
2021-05-16,1,Television & radio
2021-05-17,1,World news
2021-05-18,3,Football
2021-05-18,1,Sport
2021-05-18,1,World news
2021-05-19,1,Business
2021-05-19,1,Football
2021-05-19,2,Politics
2021-05-19,2,Sport
2021-05-19,1,World news
2021-05-20,1,Business
2021-05-20,1,Sport
2021-05-20,1,Technology
2021-05-20,1,UK news
2021-05-20,2,World news
2021-05-21,1,Australia news
2021-05-21,1,Fashion
2021-05-21,1,Life and style
2021-05-21,2,Sport
2021-05-21,1,US news
2021-05-21,1,World news
2021-05-22,1,Business
2021-05-22,1,Fashion
2021-05-22,1,Global
2021-05-22,1,Music
2021-05-22,2,Sport
2021-05-23,1,Culture
2021-05-23,1,Fashion
2021-05-23,1,Football
2021-05-23,1,Sport
2021-05-23,1,World news
2021-05-24,1,Football
2021-05-24,1,Sport
2021-05-24,2,World news
2021-05-25,1,Politics
2021-05-25,2,World news
2021-05-26,1,Television & radio
2021-05-27,1,Business
2021-05-27,1,Politics
2021-05-27,1,World news
2021-05-28,1,Australia news
2021-05-28,1,Opinion
2021-05-28,2,Television & radio
2021-05-28,1,World news
2021-05-29,1,Travel
2021-05-30,1,Environment
2021-05-30,1,Sport
2021-05-30,1,Television & radio
2021-05-30,1,World news
2021-05-31,1,Football
2021-05-31,1,Sport
2021-05-31,1,World news
2021-06-01,1,Television & radio
2021-06-01,1,UK news
2021-06-01,1,World news
2021-06-02,1,Music
2021-06-03,1,Film
2021-06-04,1,Australia news
2021-06-04,1,Environment
2021-06-04,1,US news
2021-06-04,1,World news
2021-06-05,1,World news
2021-06-06,1,Opinion
2021-06-06,1,Society
2021-06-06,1,Sport
2021-06-06,1,Television & radio
2021-06-06,1,World news
2021-06-07,1,Politics
2021-06-08,1,Business
2021-06-08,2,World news
2021-06-09,1,News
2021-06-09,1,Stage
2021-06-09,2,World news
2021-06-10,1,Sport
2021-06-10,1,US news
2021-06-10,1,World news
2021-06-11,2,Politics
2021-06-11,1,World news
2021-06-12,1,Environment
2021-06-12,1,Football
2021-06-12,2,Life and style
2021-06-13,1,Australia news
2021-06-13,1,Politics
2021-06-13,1,Television & radio
2021-06-13,1,US news
2021-06-13,2,World news
2021-06-14,1,Football
2021-06-14,1,Politics
2021-06-14,1,US news
2021-06-14,3,World news
2021-06-15,1,Business
2021-06-15,1,Football
2021-06-15,1,Sport
2021-06-15,1,US news
2021-06-16,4,Football
2021-06-16,1,Politics
2021-06-16,1,Sport
2021-06-16,1,US news
2021-06-16,1,World news
2021-06-17,1,Education
2021-06-17,1,Law
2021-06-17,1,Sport
2021-06-17,1,US news
2021-06-17,3,World news
2021-06-18,1,Australia news
2021-06-18,1,Music
2021-06-18,1,Opinion
2021-06-18,2,Sport
2021-06-19,1,Books
2021-06-19,1,Business
2021-06-19,1,Film
2021-06-19,2,Sport
2021-06-20,1,Global development
2021-06-20,1,Life and style
2021-06-20,1,Music
2021-06-20,1,Sport
2021-06-20,1,Television & radio
2021-06-20,1,US news
2021-06-20,1,World news
2021-06-21,1,Australia news
2021-06-21,1,Football
2021-06-21,1,Music
2021-06-21,1,Sport
2021-06-21,1,Television & radio
2021-06-22,1,Global development
2021-06-22,2,Sport
2021-06-22,1,World news
2021-06-23,1,Australia news
2021-06-23,1,Football
2021-06-24,1,Money
2021-06-24,2,Music
2021-06-24,1,Society
2021-06-25,1,Art and design
2021-06-25,1,Business
2021-06-25,1,Film
2021-06-25,1,Global development
2021-06-25,1,Music
2021-06-25,1,Sport
2021-06-25,1,US news
2021-06-25,1,World news
2021-06-26,1,Business
2021-06-26,1,Education
2021-06-26,1,Football
2021-06-26,1,Music
2021-06-26,1,Sport
2021-06-27,1,Global development
2021-06-27,1,Music
2021-06-27,1,Society
2021-06-27,1,Television & radio
2021-06-27,1,World news
2021-06-28,1,Music
2021-06-28,1,Politics
2021-06-29,1,Australia news
2021-06-29,1,Books
2021-06-29,1,Global development
2021-06-29,1,Sport
2021-06-30,1,Opinion
2021-06-30,1,Technology
2021-06-30,2,World news
2021-07-01,1,Environment
2021-07-01,2,Football
2021-07-01,1,Opinion
2021-07-01,2,Sport
2021-07-01,1,US news
2021-07-01,4,World news
2021-07-02,1,Environment
2021-07-02,1,Fashion
2021-07-02,1,Football
2021-07-02,1,World news
2021-07-03,1,Sport
2021-07-03,1,Television & radio
2021-07-04,1,Television & radio
2021-07-04,1,World news
2021-07-05,1,Fashion
2021-07-05,1,Society
2021-07-05,1,Sport
2021-07-06,1,Football
2021-07-06,1,Music
2021-07-06,1,Sport
2021-07-06,2,World news
2021-07-07,1,Life and style
2021-07-07,1,US news
2021-07-08,1,Environment
2021-07-08,1,Opinion
2021-07-08,1,Sport
2021-07-08,1,US news
2021-07-08,2,World news
2021-07-09,1,Football
2021-07-09,1,Sport
2021-07-09,1,US news
2021-07-09,1,World news
2021-07-10,1,Film
2021-07-10,1,Football
2021-07-10,1,Money
2021-07-10,1,Opinion
2021-07-10,1,Sport
2021-07-11,1,Australia news
2021-07-11,1,Food
2021-07-11,2,Football
2021-07-11,1,Sport
2021-07-11,2,Television & radio
2021-07-11,1,UK news
2021-07-11,1,US news
2021-07-12,1,Film
2021-07-12,2,Television & radio
2021-07-13,1,Business
2021-07-13,2,Environment
2021-07-13,2,Football
2021-07-13,1,Global development
2021-07-13,1,Politics
2021-07-13,1,Television & radio
2021-07-14,1,Business
2021-07-14,1,Football
2021-07-14,2,Politics
2021-07-14,1,Sport
2021-07-15,1,Opinion
2021-07-15,2,Sport
2021-07-16,2,Film
2021-07-16,3,Sport
2021-07-16,1,US news
2021-07-16,2,World news
2021-07-17,1,Film
2021-07-17,5,Sport
2021-07-17,1,US news
2021-07-18,1,Culture
2021-07-18,1,Sport
2021-07-19,1,Australia news
2021-07-19,1,Books
2021-07-19,1,Sport
2021-07-19,2,World news
2021-07-20,1,Business
2021-07-20,1,Politics
2021-07-20,1,US news
2021-07-20,2,World news
2021-07-21,1,Politics
2021-07-21,1,Society
2021-07-21,1,US news
2021-07-22,1,Environment
2021-07-22,2,Sport
2021-07-23,1,Music
2021-07-23,1,Society
2021-07-23,3,Sport
2021-07-23,1,US news
2021-07-23,1,World news
2021-07-24,1,Culture
2021-07-24,1,Film
2021-07-24,1,Sport
2021-07-24,1,US news
2021-07-25,1,News
2021-07-25,3,Sport
2021-07-26,1,Film
2021-07-26,2,Sport
2021-07-27,1,Opinion
2021-07-27,1,Society
2021-07-27,1,Sport
2021-07-27,1,Technology
2021-07-28,1,Business
2021-07-28,1,Football
2021-07-28,2,Sport
2021-07-28,1,World news
2021-07-29,1,Environment
2021-07-29,1,Football
2021-07-29,2,Sport
2021-07-30,1,Sport
2021-07-31,1,Life and style
2021-07-31,1,Music
2021-07-31,1,Opinion
2021-07-31,1,Sport
2021-08-01,1,Society
2021-08-01,2,Sport
2021-08-02,1,Australia news
2021-08-02,1,Sport
2021-08-03,1,Stage
2021-08-03,1,Television & radio
2021-08-03,1,US news
2021-08-04,1,UK news
2021-08-04,1,World news
2021-08-05,1,Sport
2021-08-05,1,World news
2021-08-06,1,Football
2021-08-06,1,Life and style
2021-08-06,1,Opinion
2021-08-06,1,Politics
2021-08-06,1,World news
2021-08-07,1,Culture
2021-08-07,2,Football
2021-08-07,1,Money
2021-08-09,3,Sport
2021-08-09,1,US news
2021-08-09,1,World news
2021-08-10,1,World news
2021-08-11,1,Sport
2021-08-11,1,Television & radio
2021-08-11,1,US news
2021-08-11,2,World news
2021-08-12,2,World news
2021-08-13,1,Football
2021-08-13,1,World news
2021-08-14,1,Art and design
2021-08-14,1,Culture
2021-08-14,1,Environment
2021-08-14,1,Music
2021-08-14,1,World news
2021-08-15,1,Australia news
2021-08-15,1,Culture
2021-08-15,1,Media
2021-08-15,1,Money
2021-08-15,1,World news
2021-08-16,1,Opinion
2021-08-16,1,US news
2021-08-16,1,World news
2021-08-17,1,Sport
2021-08-17,1,Television & radio
2021-08-17,1,World news
2021-08-18,1,Business
2021-08-18,1,Society
2021-08-18,3,World news
2021-08-19,1,Football
2021-08-19,1,Law
2021-08-19,2,Music
2021-08-19,1,Opinion
2021-08-19,1,World news
2021-08-20,1,Film
2021-08-20,2,World news
2021-08-21,1,Environment
2021-08-21,2,Football
2021-08-21,1,World news
2021-08-22,1,Australia news
2021-08-22,1,Film
2021-08-22,1,Football
2021-08-22,1,Sport
2021-08-22,1,World news
2021-08-23,1,Environment
2021-08-23,1,Football
2021-08-23,1,Sport
2021-08-23,2,US news
2021-08-23,1,World news
2021-08-24,1,Australia news
2021-08-24,1,Football
2021-08-24,1,Sport
2021-08-24,1,Travel
2021-08-24,2,World news
2021-08-25,1,Politics
2021-08-25,2,Sport
2021-08-25,1,Technology
2021-08-25,1,US news
2021-08-25,1,World news
2021-08-26,1,Music
2021-08-26,1,Society
2021-08-26,1,World news
2021-08-27,1,Football
2021-08-27,2,World news
2021-08-28,1,Business
2021-08-28,1,Technology
2021-08-29,1,Football
2021-08-29,1,Sport
2021-08-29,1,US news
2021-09-01,1,Australia news
2021-09-01,1,Music
2021-09-01,1,Sport
2021-09-02,2,Business
2021-09-02,1,Music
2021-09-02,1,Sport
2021-09-03,1,Music
2021-09-03,1,Sport
2021-09-03,1,World news
2021-09-04,1,Football
2021-09-04,1,Opinion
2021-09-05,1,Education
2021-09-05,1,Football
2021-09-06,1,Business
2021-09-06,2,Sport
2021-09-06,1,World news
2021-09-07,2,Australia news
2021-09-07,1,Football
2021-09-07,2,Sport
2021-09-07,2,World news
2021-09-08,1,Sport
2021-09-09,1,Business
2021-09-09,1,Money
2021-09-09,1,Opinion
2021-09-09,1,Society
2021-09-09,2,Sport
2021-09-09,1,Television & radio
2021-09-09,2,World news
2021-09-10,1,Football
2021-09-10,2,Sport
2021-09-10,1,World news
2021-09-11,1,Opinion
2021-09-11,1,Sport
2021-09-11,1,US news
2021-09-12,1,Sport
2021-09-12,1,World news
2021-09-13,1,Music
2021-09-13,1,Sport
2021-09-13,2,World news
2021-09-14,1,Fashion
2021-09-14,2,Film
2021-09-14,1,Society
2021-09-14,1,Stage
2021-09-14,1,US news
2021-09-14,1,World news
2021-09-15,1,Fashion
2021-09-15,1,News
2021-09-15,1,Society
2021-09-15,2,World news
2021-09-16,1,Business
2021-09-16,1,Environment
2021-09-16,1,Opinion
2021-09-16,1,Society
2021-09-16,1,US news
2021-09-16,1,World news
2021-09-17,1,Politics
2021-09-17,1,Sport
2021-09-17,1,World news
2021-09-18,1,Football
2021-09-18,1,Sport
2021-09-19,1,Business
2021-09-19,1,Education
2021-09-19,1,Football
2021-09-19,1,News
2021-09-19,1,Opinion
2021-09-19,2,Sport
2021-09-20,1,Environment
2021-09-20,1,Fashion
2021-09-20,1,Opinion
2021-09-20,1,Politics
2021-09-20,2,Sport
2021-09-20,1,Stage
2021-09-20,1,US news
2021-09-20,2,World news
2021-09-21,2,Australia news
2021-09-21,1,Books
2021-09-21,1,Music
2021-09-21,2,US news
2021-09-21,5,World news
2021-09-22,1,Australia news
2021-09-22,1,Business
2021-09-22,1,Football
2021-09-22,1,Global development
2021-09-22,1,US news
2021-09-23,1,Australia news
2021-09-23,5,Sport
2021-09-23,1,US news
2021-09-24,3,Football
2021-09-24,1,Opinion
2021-09-24,1,Society
2021-09-24,3,Sport
2021-09-24,1,Technology
2021-09-25,1,Culture
2021-09-25,1,Football
2021-09-25,3,Sport
2021-09-25,1,Television & radio
2021-09-25,1,World news
2021-09-26,1,Fashion
2021-09-26,1,Politics
2021-09-26,4,Sport
2021-09-27,1,Music
2021-09-27,2,Sport
2021-09-28,1,Business
2021-09-28,1,Fashion
2021-09-28,1,Science
2021-09-29,2,Australia news
2021-09-29,1,Film
2021-09-29,1,Global development
2021-09-29,1,Media
2021-09-29,2,Sport
2021-09-29,1,US news
2021-09-30,1,Business
2021-09-30,1,Environment
2021-09-30,1,Football
2021-09-30,1,Opinion
2021-09-30,1,Politics
2021-09-30,1,Sport
2021-09-30,1,US news
2021-10-01,1,Opinion
2021-10-01,1,Sport
2021-10-01,1,Stage
2021-10-01,1,US news
2021-10-01,1,World news
2021-10-02,2,Football
2021-10-02,1,Opinion
2021-10-02,1,US news
2021-10-03,1,Fashion
2021-10-03,1,UK news
2021-10-04,1,Business
2021-10-04,1,Music
2021-10-04,1,Sport
2021-10-05,1,Australia news
2021-10-05,1,Sport
2021-10-06,1,Opinion
2021-10-06,1,Sport
2021-10-06,1,US news
2021-10-06,2,World news
2021-10-07,2,Football
2021-10-07,1,Opinion
2021-10-07,1,Sport
2021-10-08,1,Australia news
2021-10-08,1,Culture
2021-10-08,1,Society
2021-10-08,1,Sport
2021-10-09,1,Australia news
2021-10-09,1,Fashion
2021-10-09,2,Sport
2021-10-10,1,Football
2021-10-10,2,Sport
2021-10-10,1,US news
2021-10-10,1,World news
2021-10-11,1,Books
2021-10-11,3,Business
2021-10-11,1,Film
2021-10-11,2,Sport
2021-10-11,1,World news
2021-10-12,1,Film
2021-10-12,1,Music
2021-10-12,2,Sport
2021-10-12,2,World news
2021-10-13,1,Society
2021-10-13,2,US news
2021-10-13,1,World news
2021-10-14,1,Football
2021-10-14,1,World news
2021-10-15,1,Australia news
2021-10-15,1,Culture
2021-10-15,1,Football
2021-10-15,1,Technology
2021-10-15,2,UK news
2021-10-16,1,Environment
2021-10-16,1,Science
2021-10-16,1,Sport
2021-10-16,1,UK news
2021-10-16,1,World news
2021-10-17,1,Environment
2021-10-17,1,Sport
2021-10-17,1,World news
2021-10-18,1,Books
2021-10-18,1,Business
2021-10-18,1,Football
2021-10-18,1,Politics
2021-10-18,1,Sport
2021-10-18,1,UK news
2021-10-19,1,Books
2021-10-19,1,Culture
2021-10-19,1,Film
2021-10-19,1,Sport
2021-10-19,1,Stage
2021-10-20,1,Books
2021-10-20,1,Football
2021-10-20,1,Sport
2021-10-21,1,Australia news
2021-10-21,1,Environment
2021-10-21,1,Society
2021-10-21,2,Sport
2021-10-21,1,UK news
2021-10-21,1,US news
2021-10-21,1,World news
2021-10-22,1,Society
2021-10-22,1,Sport
2021-10-23,2,Football
2021-10-23,1,Sport
2021-10-24,1,Business
2021-10-24,1,Film
2021-10-24,2,Football
2021-10-24,1,Sport
2021-10-24,1,World news
2021-10-25,1,Music
2021-10-25,1,Science
2021-10-25,2,Sport
2021-10-25,1,Television & radio
2021-10-25,1,World news
2021-10-26,1,Environment
2021-10-26,1,Football
2021-10-26,2,World news
2021-10-27,1,Business
2021-10-27,1,Football
2021-10-27,1,Society
2021-10-28,2,Australia news
2021-10-28,1,Football
2021-10-28,1,UK news
2021-10-28,2,World news
2021-10-29,1,Environment
2021-10-29,1,Fashion
2021-10-29,1,Football
2021-10-29,1,Global development
2021-10-29,1,Sport
2021-10-29,1,Television & radio
2021-10-29,1,World news
2021-10-30,1,Culture
2021-10-30,1,Environment
2021-10-30,1,Film
2021-10-30,2,Football
2021-10-30,1,Sport
2021-10-31,1,Australia news
2021-10-31,1,Football
2021-10-31,1,Opinion
2021-10-31,1,World news
2021-11-01,1,Art and design
2021-11-01,1,Environment
2021-11-01,1,Opinion
2021-11-01,2,Sport
2021-11-01,1,UK news
2021-11-01,1,US news
2021-11-02,1,Football
2021-11-02,2,US news
2021-11-03,1,Books
2021-11-03,1,Politics
2021-11-03,1,Sport
2021-11-03,1,Television & radio
2021-11-03,1,World news
2021-11-04,1,Sport
2021-11-04,1,World news
2021-11-05,1,Business
2021-11-05,1,Culture
2021-11-05,1,Football
2021-11-05,1,Life and style
2021-11-05,1,Society
2021-11-05,1,Stage
2021-11-06,2,Football
2021-11-06,1,Life and style
2021-11-06,1,Music
2021-11-06,1,Opinion
2021-11-06,1,Sport
2021-11-06,1,US news
2021-11-06,1,World news
2021-11-07,1,Opinion
2021-11-07,1,Sport
2021-11-07,1,UK news
2021-11-08,1,Environment
2021-11-08,1,Music
2021-11-08,1,Television & radio
2021-11-08,1,World news
2021-11-09,1,Books
2021-11-09,1,Business
2021-11-10,1,Business
2021-11-10,1,Environment
2021-11-10,1,Life and style
2021-11-11,1,Australia news
2021-11-11,2,Business
2021-11-11,1,Football
2021-11-11,1,Sport
2021-11-11,1,UK news
2021-11-11,1,US news
2021-11-11,1,World news
2021-11-12,1,Business
2021-11-12,1,Football
2021-11-12,1,Music
2021-11-12,1,Sport
2021-11-12,1,World news
2021-11-13,1,Opinion
2021-11-13,1,US news
2021-11-14,1,Environment
2021-11-14,1,Life and style
2021-11-14,2,Music
2021-11-14,2,Sport
2021-11-15,1,Business
2021-11-15,1,Sport
2021-11-15,1,UK news
2021-11-16,1,Australia news
2021-11-16,1,US news
2021-11-16,1,World news
2021-11-17,2,Football
2021-11-17,1,Society
2021-11-17,1,Sport
2021-11-17,1,UK news
2021-11-18,1,Australia news
2021-11-18,1,Sport
2021-11-18,1,Television & radio
2021-11-18,1,US news
2021-11-18,1,World news
2021-11-19,1,Football
2021-11-19,1,Music
2021-11-19,1,Sport
2021-11-19,2,US news
2021-11-19,2,World news
2021-11-20,1,Football
2021-11-20,1,Media
2021-11-20,1,US news
2021-11-21,1,Football
2021-11-21,3,Sport
2021-11-22,1,Music
2021-11-22,1,Politics
2021-11-22,1,Sport
2021-11-22,1,Television & radio
2021-11-22,1,US news
2021-11-23,1,Music
2021-11-23,1,World news
2021-11-24,1,Australia news
2021-11-24,1,Education
2021-11-24,1,Environment
2021-11-24,1,Film
2021-11-24,2,Music
2021-11-24,1,Stage
2021-11-24,1,UK news
2021-11-24,1,World news
2021-11-25,1,Film
2021-11-25,1,Sport
2021-11-25,2,World news
2021-11-26,1,Art and design
2021-11-26,1,Books
2021-11-26,2,Business
2021-11-26,1,Games
2021-11-26,1,Opinion
2021-11-26,2,Sport
2021-11-27,1,Culture
2021-11-27,1,Football
2021-11-27,1,Travel
2021-11-28,1,Culture
2021-11-28,1,Fashion
2021-11-28,1,Opinion
2021-11-28,1,Sport
2021-11-29,1,Fashion
2021-11-29,1,Sport
2021-11-29,1,US news
2021-11-30,1,Music
2021-11-30,1,Television & radio
2021-11-30,3,World news
2021-12-01,2,Film
2021-12-01,1,Music
2021-12-01,1,Politics
2021-12-01,1,Television & radio
2021-12-01,1,US news
2021-12-01,1,World news
2021-12-02,1,Australia news
2021-12-02,1,Football
2021-12-02,2,Politics
2021-12-02,2,Sport
2021-12-02,1,Stage
2021-12-02,1,US news
2021-12-02,1,World news
2021-12-03,1,Film
2021-12-03,1,Sport
2021-12-03,1,US news
2021-12-04,1,Culture
2021-12-04,1,Football
2021-12-05,1,Film
2021-12-05,1,Sport
2021-12-05,1,US news
2021-12-06,1,Australia news
2021-12-06,1,Film
2021-12-06,1,Music
2021-12-06,1,Sport
2021-12-07,1,Australia news
2021-12-07,1,UK news
2021-12-07,2,World news
2021-12-08,1,Australia news
2021-12-08,1,Culture
2021-12-08,1,Football
2021-12-08,1,Opinion
2021-12-08,2,Sport
2021-12-09,1,Film
2021-12-09,1,Sport
2021-12-09,1,World news
2021-12-10,1,Australia news
2021-12-10,1,Fashion
2021-12-10,1,Football
2021-12-10,1,Politics
2021-12-10,1,Sport
2021-12-11,1,Culture
2021-12-11,1,Football
2021-12-11,1,Opinion
2021-12-11,1,Television & radio
2021-12-11,1,World news
2021-12-13,1,Environment
2021-12-13,1,Money
2021-12-13,1,Music
2021-12-13,1,Politics
2021-12-13,3,Sport
2021-12-13,1,World news
2021-12-14,1,Australia news
2021-12-14,1,Football
2021-12-14,1,World news
2021-12-15,1,Art and design
2021-12-15,1,Books
2021-12-15,1,Music
2021-12-15,1,Science
2021-12-15,2,World news
2021-12-16,1,Business
2021-12-16,1,Film
2021-12-16,1,Football
2021-12-16,1,Technology
2021-12-16,1,World news
2021-12-17,1,Australia news
2021-12-17,2,UK news
2021-12-17,1,US news
2021-12-17,2,World news
2021-12-18,1,Food
2021-12-18,1,Music
2021-12-19,1,Television & radio
2021-12-21,1,Australia news
2021-12-21,1,Sport
2021-12-21,1,Television & radio
2021-12-21,1,UK news
2021-12-22,1,Education
2021-12-22,2,Football
2021-12-22,1,Opinion
2021-12-22,1,Sport
2021-12-22,1,World news
2021-12-23,2,Australia news
2021-12-23,2,Sport
2021-12-23,2,World news
2021-12-24,1,Film
2021-12-24,1,Football
2021-12-24,1,Politics
2021-12-24,2,Sport
2021-12-24,1,Television & radio
2021-12-24,2,World news
2021-12-25,1,Opinion
2021-12-25,1,UK news
2021-12-26,1,Film
2021-12-26,1,Society
2021-12-26,2,Television & radio
2021-12-26,1,US news
2021-12-26,3,World news
2021-12-27,1,Art and design
2021-12-27,1,Football
2021-12-27,1,Stage
2021-12-28,1,Film
2021-12-28,1,Football
2021-12-28,1,Opinion
2021-12-28,1,Politics
2021-12-28,2,Sport
2021-12-29,3,World news
2021-12-30,1,Fashion
2021-12-30,1,Football
2021-12-30,1,Sport
2021-12-30,1,Television & radio
2021-12-31,1,Environment
2021-12-31,2,Film
2021-12-31,1,News
2021-12-31,1,Opinion
2022-01-01,1,Football
2022-01-01,1,Politics
2022-01-01,1,Sport
2022-01-01,1,US news
2022-01-01,2,World news
2022-01-02,2,Sport
2022-01-02,2,Television & radio
2022-01-04,1,Technology
2022-01-05,1,Music
2022-01-05,2,US news
2022-01-05,1,World news
2022-01-06,1,Sport
2022-01-06,1,World news
2022-01-07,2,Business
2022-01-07,1,Opinion
2022-01-07,2,Society
2022-01-07,1,Sport
2022-01-07,1,World news
2022-01-08,1,Culture
2022-01-08,1,Life and style
2022-01-09,1,Football
2022-01-09,1,Television & radio
2022-01-10,1,Sport
2022-01-11,1,Australia news
2022-01-11,1,Business
2022-01-11,1,Sport
2022-01-11,3,US news
2022-01-12,1,Football
2022-01-12,1,Opinion
2022-01-12,2,Sport
2022-01-12,2,World news
2022-01-13,1,Business
2022-01-13,1,Politics
2022-01-13,1,US news
2022-01-14,1,Politics
2022-01-14,1,World news
2022-01-15,1,Film
2022-01-15,1,Football
2022-01-15,1,Sport
2022-01-15,1,World news
2022-01-16,1,Australia news
2022-01-16,1,Music
2022-01-16,1,Sport
2022-01-17,1,World news
2022-01-18,1,Education
2022-01-19,1,Australia news
2022-01-19,1,Business
2022-01-19,2,Football
2022-01-19,1,Music
2022-01-19,1,Stage
2022-01-19,1,World news
2022-01-20,1,Business
2022-01-20,1,Football
2022-01-21,1,Australia news
2022-01-21,1,Business
2022-01-21,2,Football
2022-01-21,1,Law
2022-01-21,2,Society
2022-01-22,1,Australia news
2022-01-22,1,Football
2022-01-22,1,Music
2022-01-22,1,Opinion
2022-01-22,1,UK news
2022-01-23,1,Australia news
2022-01-23,2,Football
2022-01-23,1,Stage
2022-01-23,1,UK news
2022-01-23,1,World news
2022-01-24,1,Culture
2022-01-24,1,News
2022-01-24,1,Opinion
2022-01-24,1,World news
2022-01-25,1,Australia news
2022-01-25,1,Business
2022-01-25,1,Football
2022-01-25,1,Stage
2022-01-26,1,Australia news
2022-01-26,1,Business
2022-01-26,1,Education
2022-01-26,1,Football
2022-01-26,2,Politics
2022-01-26,1,US news
2022-01-27,1,Music
2022-01-27,2,Sport
2022-01-28,1,Sport
2022-01-28,1,Television & radio
2022-01-28,3,World news
2022-01-29,1,Sport
2022-01-29,1,World news
2022-01-30,1,Art and design
2022-01-30,1,Music
2022-01-30,1,Sport
2022-01-31,1,Politics
2022-01-31,1,Sport
2022-01-31,1,Stage
2022-01-31,1,World news
2022-02-01,1,Music
2022-02-01,2,World news
2022-02-02,2,Australia news
2022-02-02,2,Education
2022-02-02,1,UK news
2022-02-02,2,World news
2022-02-03,1,Business
2022-02-03,1,Culture
2022-02-03,1,Environment
2022-02-03,1,Money
2022-02-03,2,Opinion
2022-02-03,1,Politics
2022-02-03,1,Sport
2022-02-03,1,Stage
2022-02-03,2,World news
2022-02-04,1,Business
2022-02-04,1,Football
2022-02-04,4,Sport
2022-02-04,1,Technology
2022-02-04,1,Television & radio
2022-02-04,1,US news
2022-02-04,1,World news
2022-02-05,1,Australia news
2022-02-05,1,Books
2022-02-05,2,Sport
2022-02-05,1,US news
2022-02-05,1,World news
2022-02-06,2,Football
2022-02-06,2,World news
2022-02-07,1,Fashion
2022-02-07,1,Media
2022-02-07,4,World news
2022-02-08,1,Music
2022-02-08,1,Opinion
2022-02-08,2,Politics
2022-02-08,2,Sport
2022-02-08,1,Stage
2022-02-08,1,Television & radio
2022-02-08,1,World news
2022-02-09,2,Sport
2022-02-09,1,US news
2022-02-09,3,World news
2022-02-10,1,Australia news
2022-02-10,1,Football
2022-02-10,2,Sport
2022-02-10,2,UK news
2022-02-10,2,World news
2022-02-11,1,Film
2022-02-11,1,Football
2022-02-11,1,Music
2022-02-11,1,Opinion
2022-02-11,2,US news
2022-02-11,5,World news
2022-02-12,1,Life and style
2022-02-12,1,Sport
2022-02-12,1,US news
2022-02-12,2,World news
2022-02-13,3,Football
2022-02-13,1,Music
2022-02-13,1,Sport
2022-02-13,1,World news
2022-02-14,1,Culture
2022-02-14,1,Sport
2022-02-14,2,World news
2022-02-15,1,Business
2022-02-15,1,Football
2022-02-15,1,Opinion
2022-02-15,1,Sport
2022-02-15,2,US news
2022-02-15,5,World news
2022-02-16,2,Australia news
2022-02-16,1,Football
2022-02-16,2,Opinion
2022-02-16,1,Sport
2022-02-16,1,Technology
2022-02-16,3,World news
2022-02-17,1,Australia news
2022-02-17,1,Football
2022-02-17,1,News
2022-02-17,1,Technology
2022-02-17,1,World news
2022-02-18,1,Culture
2022-02-18,1,Film
2022-02-18,1,Life and style
2022-02-18,2,World news
2022-02-19,3,Football
2022-02-19,4,Sport
2022-02-19,1,World news
2022-02-20,1,Business
2022-02-20,1,Football
2022-02-20,2,Sport
2022-02-20,1,UK news
2022-02-20,2,World news
2022-02-21,1,Australia news
2022-02-21,1,Business
2022-02-21,1,Environment
2022-02-21,1,Life and style
2022-02-21,1,News
2022-02-21,1,Stage
2022-02-21,1,US news
2022-02-21,1,World news
2022-02-22,1,Art and design
2022-02-22,1,Law
2022-02-22,2,World news
2022-02-23,1,Football
2022-02-23,2,Politics
2022-02-23,1,Technology
2022-02-23,1,US news
2022-02-23,2,World news
2022-02-24,1,Australia news
2022-02-24,1,Football
2022-02-24,1,Politics
2022-02-24,1,Sport
2022-02-24,2,US news
2022-02-24,4,World news
2022-02-25,1,Politics
2022-02-25,1,US news
2022-02-26,1,US news
2022-02-26,1,World news
2022-02-27,1,World news
2022-02-28,1,Music
2022-02-28,1,Society
2022-02-28,2,US news
2022-02-28,1,World news
2022-03-01,1,Media
2022-03-01,1,US news
2022-03-01,1,World news
2022-03-02,1,Australia news
2022-03-02,1,US news
2022-03-03,1,Sport
2022-03-03,1,US news
2022-03-04,1,Australia news
2022-03-04,1,Football
2022-03-04,1,Media
2022-03-04,1,Music
2022-03-04,1,Sport
2022-03-04,2,World news
2022-03-05,1,Film
2022-03-05,1,Sport
2022-03-06,1,Football
2022-03-06,2,Politics
2022-03-06,1,World news
2022-03-07,1,Environment
2022-03-07,1,Opinion
2022-03-07,2,Politics
2022-03-08,2,Business
2022-03-08,1,Football
2022-03-08,1,Television & radio
2022-03-08,1,World news
2022-03-09,1,Film
2022-03-09,1,Global development
2022-03-09,2,Sport
2022-03-09,1,Technology
2022-03-09,1,US news
2022-03-10,1,Business
2022-03-10,1,Culture
2022-03-10,1,Environment
2022-03-10,1,Football
2022-03-10,1,Sport
2022-03-10,1,World news
